eventID,eventDate,year,decimalLatitude,decimalLongitude,footprintWKT,coordinateUncertaintyInMeters,minimumDepthInMeters,maximumDepthInMeters,type,geodeticDatum,samplingProtocol,scientificName,scientificNameID,occurrenceStatus,occurrenceID,kingdom,phylum,class,order,sex,lifeStage,organismQuantity,organismQuantityType,basisOfRecord,institutionCode,collectionCode,catalogNumber,preparations,associatedTaxa
npmsdd-33-1559,2002-06/2002-07,2002,50.00310754,-145,"LINESTRING (-145.00000 44.00000, -145.00000 56.00000)",667370.3214,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1559-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1559-p
npmsdd-33-1559,2002-06/2002-07,2002,50.00310754,-145,"LINESTRING (-145.00000 44.00000, -145.00000 56.00000)",667370.3214,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Crustacea,urn:lsid:marinespecies.org:taxname:1066,present,npmsdd-33-1559-pr4,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1559-p
npmsdd-33-1559,2002-06/2002-07,2002,50.00310754,-145,"LINESTRING (-145.00000 44.00000, -145.00000 56.00000)",667370.3214,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,npmsdd-33-1559-pr5,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1559-p
npmsdd-33-1559,2002-06/2002-07,2002,50.00310754,-145,"LINESTRING (-145.00000 44.00000, -145.00000 56.00000)",667370.3214,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Polychaeta,urn:lsid:marinespecies.org:taxname:883,present,npmsdd-33-1559-pr6,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1559-p
npmsdd-33-1559,2002-06/2002-07,2002,50.00310754,-145,"LINESTRING (-145.00000 44.00000, -145.00000 56.00000)",667370.3214,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,present,npmsdd-33-1559-pr7,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1559-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1566-p,NA,NA,NA,NA,unspecified,NA,54,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1566-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-33-1566-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1566-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,npmsdd-33-1566-pr4,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Crustacea,urn:lsid:marinespecies.org:taxname:1066,present,npmsdd-33-1566-pr5,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,npmsdd-33-1566-pr6,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Polychaeta,urn:lsid:marinespecies.org:taxname:883,present,npmsdd-33-1566-pr7,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1566,1997-06/1997-07,1997,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,present,npmsdd-33-1566-pr8,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1566-p
npmsdd-33-1567,1998-06/1998-07,1998,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1567-p,NA,NA,NA,NA,unspecified,NA,21,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1567,1998-06/1998-07,1998,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1567-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1567-p
npmsdd-33-1567,1998-06/1998-07,1998,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-33-1567-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1567-p
npmsdd-33-1567,1998-06/1998-07,1998,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1567-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1567-p
npmsdd-33-1567,1998-06/1998-07,1998,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,present,npmsdd-33-1567-pr4,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1567-p
npmsdd-33-1568,1999-06/1999-07,1999,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1568-p,NA,NA,NA,NA,unspecified,NA,9,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1568,1999-06/1999-07,1999,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1568-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1568-p
npmsdd-33-1568,1999-06/1999-07,1999,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-33-1568-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1568-p
npmsdd-33-1568,1999-06/1999-07,1999,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1568-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1568-p
npmsdd-33-1568,1999-06/1999-07,1999,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,npmsdd-33-1568-pr4,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1568-p
npmsdd-33-1568,1999-06/1999-07,1999,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,present,npmsdd-33-1568-pr5,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1568-p
npmsdd-33-1569,2000-06/2000-07,2000,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1569-p,NA,NA,NA,NA,unspecified,NA,28,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1569,2000-06/2000-07,2000,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1569-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1569-p
npmsdd-33-1569,2000-06/2000-07,2000,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1569-pr2,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1569-p
npmsdd-33-1569,2000-06/2000-07,2000,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Crustacea,urn:lsid:marinespecies.org:taxname:1066,present,npmsdd-33-1569-pr3,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1569-p
npmsdd-33-1569,2000-06/2000-07,2000,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Polychaeta,urn:lsid:marinespecies.org:taxname:883,present,npmsdd-33-1569-pr4,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1569-p
npmsdd-33-1570,2001-06/2001-07,2001,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1570-p,NA,NA,NA,NA,unspecified,NA,25,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1570,2001-06/2001-07,2001,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1570-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1570-p
npmsdd-33-1570,2001-06/2001-07,2001,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-33-1570-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1570-p
npmsdd-33-1570,2001-06/2001-07,2001,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1570-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1570-p
npmsdd-33-1570,2001-06/2001-07,2001,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Miscellaneous, ,present,npmsdd-33-1570-pr4,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1570-p
npmsdd-33-1570,2001-06/2001-07,2001,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Polychaeta,urn:lsid:marinespecies.org:taxname:883,present,npmsdd-33-1570-pr5,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1570-p
npmsdd-33-1571,2002-06/2002-07,2002,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1571-p,NA,NA,NA,NA,unspecified,NA,23,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1571,2002-06/2002-07,2002,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1571-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1571-p
npmsdd-33-1571,2002-06/2002-07,2002,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1571-pr2,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1571-p
npmsdd-33-1571,2002-06/2002-07,2002,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Miscellaneous, ,present,npmsdd-33-1571-pr3,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1571-p
npmsdd-33-1571,2002-06/2002-07,2002,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Polychaeta,urn:lsid:marinespecies.org:taxname:883,present,npmsdd-33-1571-pr4,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1571-p
npmsdd-33-1572,2003-06/2003-07,2003,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1572-p,NA,NA,NA,NA,unspecified,NA,12,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1572,2003-06/2003-07,2003,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1572-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1572-p
npmsdd-33-1572,2003-06/2003-07,2003,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1572-pr2,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1572-p
npmsdd-33-1573,2004-06/2004-07,2004,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1573-p,NA,NA,NA,NA,unspecified,NA,26,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1573,2004-06/2004-07,2004,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1573-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1573-p
npmsdd-33-1573,2004-06/2004-07,2004,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-33-1573-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1573-p
npmsdd-33-1573,2004-06/2004-07,2004,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1573-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1573-p
npmsdd-33-1573,2004-06/2004-07,2004,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,npmsdd-33-1573-pr4,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1573-p
npmsdd-33-1573,2004-06/2004-07,2004,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Polychaeta,urn:lsid:marinespecies.org:taxname:883,present,npmsdd-33-1573-pr5,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1573-p
npmsdd-33-1574,2005-06/2005-07,2005,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1574-p,NA,NA,NA,NA,unspecified,NA,50,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1574,2005-06/2005-07,2005,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1574-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1574-p
npmsdd-33-1574,2005-06/2005-07,2005,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-33-1574-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1574-p
npmsdd-33-1574,2005-06/2005-07,2005,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1574-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1574-p
npmsdd-33-1574,2005-06/2005-07,2005,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,npmsdd-33-1574-pr4,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1574-p
npmsdd-33-1574,2005-06/2005-07,2005,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Polychaeta,urn:lsid:marinespecies.org:taxname:883,present,npmsdd-33-1574-pr5,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1574-p
npmsdd-33-1574,2005-06/2005-07,2005,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,present,npmsdd-33-1574-pr6,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1574-p
npmsdd-33-1575,2006-06/2006-07,2006,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,present,npmsdd-33-1575-p,NA,NA,NA,NA,unspecified,NA,38,individuals,PreservedSpecimen, , , , ,
npmsdd-33-1575,2006-06/2006-07,2006,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-33-1575-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1575-p
npmsdd-33-1575,2006-06/2006-07,2006,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-33-1575-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1575-p
npmsdd-33-1575,2006-06/2006-07,2006,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-33-1575-pr3,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1575-p
npmsdd-33-1575,2006-06/2006-07,2006,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,npmsdd-33-1575-pr4,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1575-p
npmsdd-33-1575,2006-06/2006-07,2006,48.00865857,-180,"LINESTRING (-180.00000 38.00000, -180.00000 58.00000)",1111892.326,NA,NA,Event,EPSG:4326,https://doi.org/10.1080/00028487.2012.675914,Crustacea,urn:lsid:marinespecies.org:taxname:1066,present,npmsdd-33-1575-pr5,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-33-1575-p
